Block Size (MB),Trial Num,Allocation Time (ms),Write Time (ms),Read Time (ms),Free Time (ms)
300,61,3.0,847746,847741,15.0
300,62,4.0,847726,847705,
300,63,,847740,847741,16.0
300,64,5.0,847754,847733,16.0
300,65,4.0,847762,847749,16.0
300,66,4.0,847748,847734,10.0
300,67,3.0,847763,847751,17.0
300,68,5.0,847727,847737,15.0
300,69,4.0,847767,847717,13.0
300,70,4.0,847768,847745,16.0
300,71,4.0,847740,847732,14.0
300,72,4.0,847760,847712,15.0
300,73,5.0,847769,847752,16.0
300,74,5.0,847735,847743,14.0
300,75,5.0,847766,847727,16.0
300,76,5.0,847741,847739,
300,77,,847758,847734,13.0
300,78,4.0,847747,847718,16.0
300,79,4.0,847730,847722,15.0
300,80,4.0,847736,847735,13.0
300,81,4.0,847745,847744,16.0
300,82,5.0,847762,847743,
300,83,,847750,847755,13.0
300,84,4.0,847770,847742,15.0
300,85,5.0,847749,847763,17.0
300,86,5.0,847729,847730,10.0
300,87,,847754,847725,13.0
300,88,4.0,847740,847760,17.0
300,89,4.0,847730,847749,17.0
300,90,5.0,847760,848363,16.0
300,91,4.0,847738,847747,16.0
300,92,4.0,847731,847732,14.0
300,93,4.0,847742,847732,17.0
300,94,4.0,847732,847736,14.0
300,95,4.0,847742,847750,16.0
300,96,5.0,847814,847768,
300,97,,847733,847818,12.0
300,98,4.0,847833,847718,17.0
300,99,4.0,847720,847743,
300,100,,847782,847795,16.0
400,1,,1130307,1130305,16.0
400,2,4.0,1130291,1130293,16.0
400,3,5.0,1130379,1130281,16.0
400,4,5.0,1130323,1130360,17.0
400,5,5.0,1130342,1130318,15.0
400,6,5.0,1130354,1130372,14.0
400,7,4.0,1130347,1130358,11.0
400,8,3.0,1130313,1130337,16.0
400,9,5.0,1130335,1130321,12.0
400,10,3.0,1130314,1130302,14.0
400,11,4.0,1130333,1130345,14.0
400,12,5.0,1130323,1130328,17.0
400,13,5.0,1130338,1130332,11.0
400,14,3.0,1130303,1130350,13.0
400,15,4.0,1130356,1130342,13.0
400,16,4.0,1130316,1130323,14.0
400,17,4.0,1130367,1130321,15.0
400,18,5.0,1130349,1130367,15.0
400,19,5.0,1130332,1130305,15.0
400,20,4.0,1130338,1130363,16.0
400,21,5.0,1130335,1130320,
400,22,,1130324,1130316,15.0
400,23,4.0,1130322,1130307,15.0
400,24,5.0,1130331,1130327,16.0
400,25,4.0,1130332,1130313,13.0
400,26,4.0,1130362,1130304,16.0
400,27,5.0,1130341,1130316,15.0
400,28,5.0,1130335,1130332,16.0
400,29,5.0,1130336,1130323,11.0
400,30,4.0,1130367,1130322,11.0
400,31,4.0,1130342,1130330,14.0
400,32,4.0,1130363,1130331,13.0
400,33,4.0,1130341,1130364,16.0
400,34,5.0,1130320,1130316,11.0
400,35,3.0,1130350,1130324,14.0
400,36,5.0,1130316,1130307,17.0
400,37,4.0,1130319,1130334,14.0
400,38,4.0,1130329,1130359,13.0
400,39,4.0,1130347,1130325,13.0
400,40,4.0,1130331,1130374,15.0
400,41,4.0,1130334,1130342,16.0
400,42,4.0,1130356,1130317,13.0
400,43,4.0,1130333,1130315,16.0
400,44,6.0,1130418,1130331,15.0
400,45,4.0,1130345,1130310,
400,46,,1130322,1130356,17.0
400,47,4.0,1130325,1130303,14.0
400,48,4.0,1130341,1130352,15.0
400,49,4.0,1130336,1130320,16.0
400,50,5.0,1130329,1130347,15.0
400,51,4.0,1130340,1130347,15.0
400,52,4.0,1130312,1130298,16.0
400,53,4.0,1130355,1130318,15.0
400,54,5.0,1130352,1130344,15.0
400,55,4.0,1130305,1130304,11.0
400,56,3.0,1130304,1130311,16.0
400,57,5.0,1130328,1130337,16.0
400,58,4.0,1130323,1130328,14.0
400,59,5.0,1130355,1130331,16.0
400,60,4.0,1130331,1130358,16.0
400,61,5.0,1130362,1130330,15.0
400,62,5.0,1130334,1130330,
400,63,,1130340,1130320,16.0
400,64,5.0,1130330,1130301,16.0
400,65,5.0,1130306,1130294,15.0
400,66,4.0,1130324,1130327,16.0
400,67,5.0,1130303,1130339,15.0
400,68,5.0,1130353,1130290,15.0
400,69,4.0,1130330,1130347,16.0
400,70,4.0,1130339,1130313,12.0
400,71,4.0,1130326,1130308,12.0
400,72,3.0,1130329,1130306,15.0
400,73,5.0,1130328,1130313,16.0
400,74,4.0,1130301,1130376,14.0
400,75,4.0,1130300,1130315,15.0
400,76,4.0,1130305,1130308,16.0
400,77,5.0,1130314,1130312,13.0
400,78,4.0,1130299,1130337,15.0
400,79,4.0,1130339,1130334,16.0
400,80,4.0,1130350,1130291,15.0
400,81,5.0,1130295,1130493,15.0
400,82,4.0,1130308,1130304,15.0
400,83,4.0,1130319,1130376,16.0
400,84,5.0,1130314,1130333,16.0
400,85,4.0,1130354,1130296,16.0
400,86,5.0,1130308,1130363,13.0
400,87,3.0,1130320,1130299,15.0
400,88,4.0,1130315,1130303,
400,89,4.0,1130304,1130312,16.0
400,90,5.0,1130323,1130295,17.0
400,91,4.0,1130314,1130377,14.0
400,92,4.0,1130297,1130281,16.0
400,93,5.0,1130305,1130305,11.0
400,94,3.0,1130328,1130354,16.0
400,95,4.0,1130323,1130308,15.0
400,96,4.0,1130337,1130347,15.0
400,97,4.0,1130298,1130333,13.0
400,98,4.0,1130324,1130307,15.0
400,99,5.0,1130367,1130313,16.0
400,100,5.0,1130306,1130327,14.0
500,1,,1412903,1412922,16.0
500,2,4.0,1412899,1412885,16.0
500,3,4.0,1412862,1412906,16.0
500,4,5.0,1412871,1412933,15.0
500,5,4.0,1412931,1412875,16.0
500,6,4.0,1412898,1412916,16.0
500,7,5.0,1412927,1412948,17.0
500,8,5.0,1412898,1412913,17.0
500,9,5.0,1412867,1412890,16.0
500,10,4.0,1412913,1412872,14.0
500,11,4.0,1412950,1412892,16.0
500,12,5.0,1412869,1412960,
500,13,,1412928,1412946,17.0
500,14,5.0,1412940,1412918,16.0
500,15,5.0,1412923,1412915,14.0
500,16,4.0,1412887,1412897,12.0
500,17,3.0,1413006,1412881,16.0
500,18,5.0,1412922,1412883,13.0
500,19,4.0,1412869,1412894,17.0
500,20,5.0,1412887,1412971,15.0
500,21,5.0,1412910,1412894,16.0
500,22,4.0,1412928,1412876,17.0
500,23,4.0,1412871,1412944,16.0
500,24,4.0,1412872,1412913,16.0
500,25,5.0,1412887,1412906,14.0
500,26,4.0,1412947,1412917,17.0
500,27,4.0,1412951,1412888,16.0
500,28,5.0,1412985,1412900,16.0
500,29,4.0,1412883,1412905,16.0
500,30,5.0,1412921,1412956,16.0
500,31,4.0,1412914,1412893,15.0
500,32,4.0,1412879,1412885,15.0
500,33,4.0,1412924,1412909,13.0
500,34,4.0,1412885,1412871,16.0
500,35,4.0,1412905,1412863,17.0
500,36,5.0,1412857,1412897,15.0
500,37,4.0,1412896,1412902,14.0
500,38,5.0,1412934,1412891,14.0
500,39,4.0,1412897,1412895,16.0
500,40,4.0,1412915,1412880,16.0
500,41,4.0,1412859,1412909,13.0
500,42,4.0,1412916,1412916,17.0
500,43,4.0,1412931,1412963,16.0
500,44,4.0,1412888,1412852,
500,45,,1412956,1412885,16.0
500,46,5.0,1412901,1412930,15.0
500,47,4.0,1412901,1412928,16.0
500,48,5.0,1412903,1412928,16.0
500,49,4.0,1412903,1412917,16.0
500,50,4.0,1412856,1412860,
500,51,,1412959,1412918,17.0
500,52,5.0,1412911,1412927,16.0
500,53,4.0,1412942,1412893,17.0
500,54,4.0,1412920,1412864,17.0
500,55,5.0,1412864,1412875,16.0
500,56,5.0,1412961,1412926,16.0
500,57,5.0,1412903,1412875,15.0
500,58,5.0,1412915,1412891,17.0
500,59,5.0,1412904,1412934,16.0
500,60,5.0,1412932,1412881,15.0
500,61,4.0,1412869,1412913,14.0
500,62,4.0,1412959,1412960,16.0
500,63,5.0,1412970,1412858,16.0
500,64,5.0,1412849,1412913,14.0
500,65,4.0,1412868,1412898,
500,66,,1412862,1412917,17.0
500,67,5.0,1412949,1412896,16.0
500,68,5.0,1412928,1412867,14.0
500,69,4.0,1412892,1412896,15.0
500,70,5.0,1412916,1412916,16.0
500,71,4.0,1412886,1412956,17.0
500,72,4.0,1412916,1412885,17.0
500,73,5.0,1412932,1412875,16.0
500,74,4.0,1412907,1412864,15.0
500,75,5.0,1412913,1412958,16.0
500,76,4.0,1412830,1412912,13.0
500,77,4.0,1412876,1412927,16.0
500,78,4.0,1412898,1412835,15.0
500,79,4.0,1412903,1412893,13.0
500,80,4.0,1412902,1412894,
500,81,3.0,1412933,1412910,17.0
500,82,4.0,1412881,1412918,15.0
500,83,4.0,1412938,1412908,15.0
500,84,5.0,1412913,1412868,16.0
500,85,5.0,1412918,1412875,16.0
500,86,4.0,1412923,1412954,15.0
500,87,4.0,1412892,1412918,16.0
500,88,4.0,1412923,1412884,14.0
500,89,4.0,1412876,1412918,16.0
500,90,4.0,1412942,1412879,15.0
500,91,4.0,1412860,1412849,17.0
500,92,5.0,1412897,1412855,17.0
500,93,4.0,1412941,1412914,15.0
500,94,5.0,1412916,1412950,15.0
500,95,4.0,1412886,1412860,16.0
500,96,5.0,1412921,1412891,17.0
500,97,5.0,1412904,1412939,14.0
500,98,4.0,1412940,1412914,17.0
500,99,5.0,1412891,1412900,17.0
500,100,4.0,1412874,1412931,16.0
600,1,,1695467,1695481,16.0
600,2,4.0,1695457,1695406,16.0
600,3,5.0,1695531,1695501,17.0
600,4,5.0,1695519,1695479,17.0
600,5,4.0,1695466,1695510,17.0
600,6,5.0,1695467,1695461,17.0
600,7,5.0,1695500,1695455,16.0
600,8,5.0,1695540,1695480,16.0
600,9,5.0,1695471,1695513,15.0
600,10,4.0,1695449,1695435,12.0
600,11,4.0,1695477,1695465,16.0
600,12,5.0,1695534,1695463,17.0
600,13,5.0,1695531,1695456,17.0
600,14,4.0,1695446,1695510,17.0
600,15,5.0,1695496,1695534,16.0
600,16,5.0,1695482,1695471,16.0
600,17,4.0,1695540,1695522,17.0
600,18,5.0,1695493,1695485,17.0
600,19,5.0,1695427,1695443,16.0
600,20,4.0,1695494,1695506,17.0
600,21,5.0,1695534,1695486,17.0
600,22,5.0,1695443,1695496,15.0
600,23,4.0,1695548,1695508,17.0
600,24,5.0,1695502,1695523,18.0
600,25,5.0,1695487,1695514,16.0
600,26,4.0,1695499,1695576,17.0
600,27,5.0,1695513,1695499,15.0
600,28,4.0,1695491,1695484,17.0
600,29,5.0,1695482,1695492,16.0
600,30,5.0,1695550,1695481,16.0
600,31,4.0,1695462,1695506,17.0
600,32,5.0,1695447,1695533,16.0
600,33,5.0,1695491,1695486,17.0
600,34,4.0,1695486,1695487,16.0
600,35,5.0,1695518,1695469,16.0
600,36,5.0,1695476,1695519,17.0
600,37,5.0,1695531,1695464,14.0
600,38,4.0,1695523,1695474,17.0
600,39,4.0,1695491,1695490,17.0
600,40,4.0,1695541,1695529,16.0
600,41,5.0,1695527,1695478,17.0
600,42,5.0,1695456,1695545,16.0
600,43,5.0,1695557,1695519,17.0
600,44,4.0,1695518,1695447,17.0
600,45,4.0,1695468,1695466,17.0
600,46,4.0,1695512,1695511,17.0
600,47,5.0,1695477,1695497,17.0
600,48,5.0,1695503,1695451,16.0
600,49,5.0,1695470,1695459,17.0
600,50,4.0,1695454,1695468,16.0
600,51,4.0,1695485,1695448,16.0
600,52,4.0,1695457,1695520,16.0
600,53,5.0,1695487,1695454,18.0
600,54,5.0,1695488,1695483,17.0
600,55,5.0,1695499,1695487,17.0
600,56,5.0,1695512,1695474,17.0
600,57,5.0,1695473,1695479,16.0
600,58,5.0,1695497,1695529,17.0
600,59,5.0,1695502,1695459,17.0
600,60,4.0,1695526,1695502,16.0
600,61,4.0,1695439,1695517,13.0
600,62,3.0,1695457,1695454,17.0
600,63,4.0,1695482,1695492,17.0
600,64,5.0,1695454,1695493,16.0
600,65,4.0,1695436,1695522,16.0
600,66,5.0,1695512,1695451,16.0
600,67,5.0,1695558,1695546,16.0
600,68,4.0,1695499,1695501,17.0
600,69,5.0,1695464,1695473,17.0
600,70,5.0,1695480,1695491,14.0
600,71,5.0,1695439,1695478,14.0
600,72,3.0,1695454,1695465,17.0
600,73,4.0,1695503,1695507,16.0
600,74,5.0,1695531,1695534,17.0
600,75,5.0,1695475,1695502,12.0
600,76,4.0,1695545,1695497,16.0
600,77,5.0,1695475,1695484,15.0
600,78,4.0,1695497,1695488,17.0
600,79,5.0,1695534,1695528,17.0
600,80,4.0,1695442,1695512,17.0
600,81,5.0,1695446,1695498,16.0
600,82,4.0,1695479,1695468,17.0
600,83,5.0,1695503,1695513,16.0
600,84,4.0,1695549,1695480,16.0
600,85,4.0,1695502,1695473,16.0
600,86,5.0,1695473,1695562,17.0
600,87,5.0,1695547,1695488,16.0
600,88,5.0,1695502,1695550,17.0
600,89,5.0,1695516,1695527,14.0
600,90,4.0,1695509,1695519,17.0
600,91,4.0,1695462,1695438,16.0
600,92,5.0,1695476,1695521,17.0
600,93,5.0,1695443,1695522,16.0
600,94,5.0,1695492,1695496,15.0
600,95,5.0,1695493,1695499,16.0
600,96,5.0,1695447,1695535,16.0
600,97,4.0,1695537,1695506,17.0
600,98,4.0,1695530,1695525,
600,99,,1695466,1695444,17.0
600,100,4.0,1695549,1695502,16.0
700,1,,1978066,1978085,18.0
700,2,5.0,1978067,1978139,17.0
700,3,5.0,1978069,1978096,16.0
700,4,5.0,1978029,1978082,18.0
700,5,4.0,1978049,1978052,17.0
700,6,5.0,1978114,1978048,17.0
700,7,5.0,1978134,1978133,17.0
700,8,5.0,1978099,1978055,18.0
700,9,5.0,1978041,1978087,17.0
700,10,4.0,1978073,1978034,17.0
700,11,5.0,1978083,1978140,18.0
700,12,4.0,1978029,1978033,17.0
700,13,4.0,1978030,1978086,17.0
700,14,4.0,1978114,1978122,17.0
700,15,5.0,1978086,1978115,18.0
700,16,5.0,1978098,1978054,17.0
700,17,5.0,1978049,1978059,17.0
700,18,5.0,1978055,1978081,15.0
700,19,5.0,1978104,1978075,16.0
700,20,4.0,1978066,1978043,12.0
700,21,4.0,1978068,1978110,18.0
700,22,5.0,1978074,1978110,18.0
700,23,4.0,1978081,1978045,17.0
700,24,4.0,1978056,1978141,16.0
700,25,4.0,1978129,1978079,18.0
700,26,5.0,1978095,1978071,18.0
700,27,4.0,1978048,1978083,17.0
700,28,5.0,1978083,1978096,16.0
700,29,5.0,1978107,1978045,17.0
700,30,5.0,1978023,1978053,15.0
700,31,4.0,1978115,1978141,17.0
700,32,5.0,1978091,1978006,17.0
700,33,4.0,1977996,1978046,16.0
700,34,5.0,1978087,1978072,17.0
700,35,5.0,1978064,1978548,18.0
700,36,4.0,1978063,1978030,17.0
700,37,4.0,1978048,1978044,17.0
700,38,5.0,1978038,1978017,17.0
700,39,5.0,1978093,1978061,17.0
700,40,6.0,1978085,1978149,17.0
700,41,5.0,1978065,1978042,17.0
700,42,5.0,1978049,1978038,18.0
700,43,5.0,1978032,1978082,18.0
700,44,4.0,1978103,1978112,17.0
700,45,5.0,1978101,1978082,17.0
700,46,4.0,1978137,1978094,18.0
700,47,5.0,1978107,1978073,17.0
700,48,5.0,1978192,1978179,17.0
700,49,5.0,1978102,1978054,18.0
700,50,5.0,1978265,1978161,17.0
700,51,5.0,1978145,1978340,17.0
700,52,5.0,1978189,1978370,18.0
700,53,4.0,1978061,1978141,17.0
700,54,4.0,1978425,1978376,17.0
700,55,5.0,1978096,1978332,17.0
700,56,5.0,1978094,1978106,17.0
700,57,5.0,1978124,1978026,17.0
700,58,5.0,1978081,1978074,17.0
700,59,5.0,1978125,1978058,17.0
700,60,5.0,1978052,1978051,17.0
700,61,5.0,1978117,1978129,16.0
700,62,4.0,1978115,1978021,18.0
700,63,5.0,1978037,1978123,16.0
700,64,4.0,1978063,1978124,17.0
700,65,4.0,1978058,1978110,17.0
700,66,5.0,1978111,1978118,18.0
700,67,4.0,1978063,1978107,18.0
700,68,5.0,1978069,1978149,18.0
700,69,5.0,1978054,1978087,17.0
700,70,5.0,1978032,1978086,17.0
700,71,5.0,1978113,1978092,18.0
700,72,4.0,1978066,1978134,18.0
700,73,5.0,1978056,1978043,17.0
700,74,5.0,1978068,1978150,17.0
700,75,5.0,1978067,1978072,17.0
700,76,4.0,1978086,1978093,17.0
700,77,4.0,1978085,1978101,17.0
700,78,4.0,1978067,1978036,16.0
700,79,5.0,1978084,1978066,18.0
700,80,4.0,1978067,1978032,16.0
700,81,4.0,1978068,1978108,17.0
700,82,5.0,1978056,1978113,17.0
700,83,5.0,1978055,1978073,18.0
700,84,4.0,1978117,1978043,17.0
700,85,5.0,1978101,1978105,16.0
700,86,5.0,1978152,1978080,17.0
700,87,5.0,1978026,1978021,18.0
700,88,5.0,1978035,1978081,18.0
700,89,4.0,1978061,1978106,18.0
700,90,5.0,1978040,1978086,16.0
700,91,5.0,1978094,1978092,18.0
700,92,5.0,1978050,1978045,17.0
700,93,4.0,1978045,1978032,17.0
700,94,5.0,1978075,1978067,17.0
700,95,5.0,1978089,1978061,17.0
700,96,4.0,1978097,1978055,17.0
700,97,5.0,1978024,1978044,16.0
700,98,4.0,1978074,1978106,18.0
700,99,4.0,1978036,1978107,17.0
700,100,5.0,1978085,1978130,17.0
800,1,,2260715,2260688,18.0
800,2,4.0,2260732,2260618,18.0
800,3,5.0,2260666,2260682,18.0
800,4,5.0,2260660,2260634,17.0
800,5,5.0,2260711,2260641,18.0
800,6,4.0,2260636,2260679,18.0
800,7,4.0,2260677,2260641,18.0
800,8,4.0,2260632,2260702,18.0
800,9,5.0,2260698,2260680,18.0
800,10,4.0,2260729,2260699,17.0
800,11,5.0,2260668,2260653,18.0
800,12,4.0,2260655,2260645,18.0
800,13,4.0,2260655,2260670,17.0
800,14,4.0,2260652,2260631,18.0
800,15,5.0,2260647,2260671,17.0
800,16,5.0,2260628,2260595,17.0
800,17,5.0,2260643,2260649,18.0
800,18,5.0,2260629,2260624,18.0
800,19,5.0,2260638,2260603,19.0
800,20,5.0,2260702,2260608,17.0
800,21,5.0,2260574,2260616,18.0
800,22,4.0,2260614,2260615,17.0
800,23,5.0,2260550,2260598,16.0
800,24,4.0,2260659,2260674,18.0
800,25,4.0,2260757,2260617,18.0
800,26,5.0,2260708,2260662,17.0
800,27,5.0,2260638,2260652,17.0
800,28,4.0,2260606,2260609,18.0
800,29,5.0,2260667,2260642,18.0
800,30,4.0,2260634,2260664,17.0
800,31,6.0,2260701,2260665,17.0
800,32,4.0,2260633,2260650,18.0
800,33,5.0,2260704,2260640,16.0
800,34,4.0,2260567,2260591,18.0
800,35,5.0,2260673,2260606,18.0
800,36,5.0,2260665,2260689,18.0
800,37,5.0,2260685,2260696,17.0
800,38,5.0,2260667,2260711,17.0
800,39,5.0,2260693,2260793,17.0
800,40,5.0,2260662,2260622,17.0
800,41,4.0,2260592,2260679,17.0
800,42,4.0,2260655,2260648,18.0
800,43,5.0,2260614,2260738,18.0
800,44,4.0,2260651,2260613,18.0
800,45,5.0,2260725,2260654,17.0
800,46,5.0,2260673,2260669,18.0
800,47,5.0,2260658,2260624,18.0
800,48,4.0,2260592,2260615,18.0
800,49,4.0,2260724,2260602,17.0
800,50,4.0,2260681,2260685,18.0
800,51,4.0,2260681,2260673,17.0
800,52,5.0,2260771,2260699,17.0
800,53,5.0,2260709,2260718,17.0
800,54,5.0,2260654,2260714,16.0
800,55,4.0,2260656,2260671,19.0
800,56,4.0,2260651,2260627,18.0
800,57,4.0,2260707,2260708,18.0
800,58,4.0,2260667,2260588,17.0
800,59,5.0,2260706,2260715,17.0
800,60,4.0,2260670,2260686,18.0
800,61,4.0,2260642,2260658,18.0
800,62,4.0,2260706,2260646,17.0
