Block Size (MB),Trial Num,Allocation Time (ms),Write Time (ms),Read Time (ms),Free Time (ms)
200,52,7.0,80734,161462,51.0
200,53,1.0,80739,161467,54.0
200,54,22.0,80732,161461,
200,55,,80736,161500,
200,56,,80736,161465,51.0
200,57,2.0,80732,161473,50.0
200,58,1.0,80732,161467,50.0
200,59,1.0,80732,161496,54.0
200,60,7.0,80736,161461,54.0
200,61,1.0,80734,161463,53.0
200,62,1.0,80754,161472,53.0
200,63,5.0,80747,161503,55.0
200,64,4.0,80733,161464,50.0
200,65,1.0,80733,161459,54.0
200,66,1.0,80735,161477,53.0
200,67,2.0,80734,161474,50.0
200,68,,80749,161471,
200,69,,80734,161469,51.0
200,70,1.0,80733,161488,52.0
200,71,5.0,80735,161461,51.0
200,72,1.0,80740,161470,49.0
200,73,2.0,80730,161465,48.0
200,74,0.0,80731,161465,48.0
200,75,1.0,80735,161463,49.0
200,76,1.0,80731,161504,56.0
200,77,8.0,80732,161463,49.0
200,78,1.0,80732,161468,53.0
200,79,1.0,80735,161460,53.0
200,80,1.0,80731,161495,51.0
200,81,6.0,80733,161467,49.0
200,82,19.0,80732,161473,
200,83,,80747,161471,
200,84,,80736,161497,52.0
200,85,8.0,80734,161468,50.0
200,86,1.0,80732,161465,53.0
200,87,1.0,80740,161473,55.0
200,88,5.0,80732,161477,54.0
200,89,4.0,80735,161467,54.0
200,90,2.0,80737,161467,49.0
200,91,1.0,80731,161477,53.0
200,92,1.0,80732,161475,51.0
200,93,4.0,80732,161462,52.0
200,94,1.0,80742,161463,53.0
200,95,1.0,80732,161472,50.0
200,96,1.0,80734,161464,49.0
200,97,1.0,80734,161461,55.0
200,98,1.0,80732,161462,49.0
200,99,,80733,161470,
200,100,,80731,161465,53.0
300,1,1.0,121112,242205,
300,2,16.0,121105,242207,77.0
300,3,7.0,121098,242224,79.0
300,4,19.0,121106,242220,72.0
300,5,7.0,121106,242228,74.0
300,6,4.0,121108,242216,
300,7,12.0,121102,242204,73.0
300,8,5.0,121099,242215,73.0
300,9,15.0,121114,242217,76.0
300,10,23.0,121101,242202,72.0
300,11,27.0,121099,242206,
300,12,,121125,242200,
300,13,,121103,242202,73.0
300,14,2.0,121116,242214,77.0
300,15,6.0,121100,242199,74.0
300,16,1.0,121097,242206,72.0
300,17,1.0,121099,242226,76.0
300,18,7.0,121100,242200,71.0
300,19,3.0,121101,242202,72.0
300,20,1.0,121100,242208,71.0
300,21,1.0,121096,242201,76.0
300,22,1.0,121094,242234,74.0
300,23,4.0,121109,242211,71.0
300,24,20.0,121106,242206,
300,25,,121107,242251,
300,26,,121109,242209,73.0
300,27,2.0,121107,242218,74.0
300,28,4.0,121101,242232,81.0
300,29,8.0,121103,242198,72.0
300,30,1.0,121100,242198,71.0
300,31,1.0,121113,242205,73.0
300,32,6.0,121098,242197,71.0
300,33,1.0,121099,242202,71.0
300,34,1.0,121124,242205,76.0
300,35,7.0,121098,242201,71.0
300,36,1.0,121113,242236,74.0
300,37,6.0,121100,242204,72.0
300,38,3.0,121102,242226,78.0
300,39,,121113,242213,
300,40,,121101,242201,75.0
300,41,2.0,121099,242203,75.0
300,42,1.0,121118,242203,75.0
300,43,5.0,121099,242198,72.0
300,44,2.0,121100,242201,71.0
300,45,1.0,121135,242222,74.0
300,46,6.0,121110,242206,72.0
300,47,1.0,121101,242223,74.0
300,48,6.0,121100,242203,76.0
300,49,1.0,121099,242196,72.0
300,50,1.0,121102,242222,73.0
300,51,4.0,121106,242203,71.0
300,52,1.0,121100,242194,76.0
300,53,1.0,121117,242201,76.0
300,54,,121103,242199,
300,55,,121101,242197,75.0
300,56,2.0,121103,242192,70.0
300,57,1.0,121099,242196,71.0
300,58,1.0,121097,242215,76.0
300,59,8.0,121099,242202,71.0
300,60,1.0,121101,242197,71.0
300,61,1.0,121100,242237,73.0
300,62,6.0,121104,242212,71.0
300,63,1.0,121105,242197,74.0
300,64,1.0,121135,242206,75.0
300,65,8.0,121104,242197,72.0
300,66,1.0,121102,242218,74.0
300,67,7.0,121106,242203,77.0
300,68,1.0,121100,242207,72.0
300,69,1.0,121098,242231,75.0
300,70,,121105,242201,
300,71,,121106,242202,74.0
300,72,2.0,121099,242252,73.0
300,73,6.0,121107,242211,72.0
300,74,1.0,121120,242200,72.0
300,75,1.0,121118,242209,77.0
300,76,6.0,121100,242213,73.0
300,77,5.0,121103,242221,74.0
300,78,6.0,121106,242196,71.0
300,79,2.0,121105,242200,75.0
300,80,1.0,121098,242235,74.0
300,81,5.0,121106,242198,71.0
300,82,1.0,121106,242210,71.0
300,83,1.0,121102,242237,79.0
300,84,5.0,121103,242202,71.0
300,85,1.0,121097,242196,71.0
300,86,1.0,121126,242201,75.0
300,87,,121103,242204,
300,88,,121104,242229,78.0
300,89,8.0,121109,242208,76.0
300,90,1.0,121104,242216,82.0
300,91,5.0,121099,242211,76.0
300,92,7.0,121099,242198,72.0
300,93,1.0,121102,242196,71.0
300,94,1.0,121099,242222,72.0
300,95,5.0,121101,242197,72.0
300,96,1.0,121102,242203,76.0
300,97,4.0,121120,242200,72.0
300,98,5.0,121103,242202,71.0
300,99,1.0,121102,242201,72.0
300,100,1.0,121112,242213,79.0
400,1,26.0,161473,322948,102.0
400,2,6.0,161478,322944,102.0
400,3,13.0,161467,322933,
400,4,,161477,322953,
400,5,,161474,322936,108.0
400,6,8.0,161466,322975,110.0
400,7,16.0,161465,322940,102.0
400,8,11.0,161472,322962,106.0
400,9,21.0,161467,322946,106.0
400,10,3.0,161468,322977,102.0
400,11,23.0,161466,322937,101.0
400,12,6.0,161465,322948,108.0
400,13,8.0,161473,322940,101.0
400,14,1.0,161463,322948,101.0
400,15,20.0,161468,322939,101.0
400,16,,161481,322944,
400,17,17.0,161470,322927,
400,18,8.0,161470,322944,
400,19,,161469,322925,
400,20,,161467,322943,107.0
400,21,7.0,161505,322931,101.0
400,22,1.0,161477,322953,103.0
400,23,6.0,161475,322936,101.0
400,24,1.0,161470,322941,106.0
400,25,4.0,161467,322932,103.0
400,26,3.0,161464,322932,102.0
400,27,1.0,161479,322968,107.0
400,28,6.0,161466,322946,102.0
400,29,1.0,161487,322933,104.0
400,30,8.0,161465,322930,101.0
400,31,20.0,161466,322935,103.0
400,32,15.0,161472,322936,
400,33,2.0,161486,322967,103.0
400,34,6.0,161471,322933,102.0
400,35,1.0,161470,322956,103.0
400,36,,161467,322941,
400,37,,161469,322964,111.0
400,38,8.0,161465,322930,101.0
400,39,1.0,161471,322964,105.0
400,40,7.0,161467,322927,100.0
400,41,1.0,161468,322930,104.0
400,42,1.0,161467,322924,101.0
400,43,1.0,161466,322942,103.0
400,44,6.0,161472,322936,104.0
400,45,1.0,161465,322972,103.0
400,46,5.0,161471,322939,101.0
400,47,1.0,161465,322991,102.0
400,48,4.0,161469,322939,101.0
400,49,1.0,161462,322962,106.0
400,50,6.0,161471,322953,101.0
400,51,1.0,161470,322953,104.0
400,52,6.0,161471,322943,101.0
400,53,1.0,161472,323051,114.0
400,54,,161476,322936,
400,55,,161472,322954,
400,56,,161473,322961,109.0
400,57,7.0,161486,322958,105.0
400,58,7.0,161481,322936,102.0
400,59,2.0,161466,322929,101.0
400,60,1.0,161483,322937,106.0
400,61,5.0,161466,322931,101.0
400,62,3.0,161485,322938,103.0
400,63,6.0,161473,322936,106.0
400,64,1.0,161488,322937,104.0
400,65,7.0,161480,322943,102.0
400,66,1.0,161502,322938,105.0
400,67,8.0,161469,322937,101.0
400,68,1.0,161464,322938,102.0
400,69,2.0,161464,322944,103.0
400,70,5.0,161468,322950,103.0
400,71,5.0,161470,322931,101.0
400,72,1.0,161464,322958,114.0
400,73,8.0,161467,322927,107.0
400,74,1.0,161460,322954,103.0
400,75,28.0,161476,322949,
400,76,,161478,322954,
400,77,,161472,322940,106.0
400,78,2.0,161474,322954,107.0
400,79,6.0,161476,322941,102.0
400,80,1.0,161485,322940,105.0
400,81,9.0,161468,322933,102.0
400,82,1.0,161474,322988,103.0
400,83,7.0,161475,322945,101.0
400,84,1.0,161477,322969,108.0
400,85,8.0,161471,322941,103.0
400,86,1.0,161466,322961,105.0
400,87,8.0,161477,322939,101.0
400,88,1.0,161473,322956,103.0
400,89,6.0,161468,322932,102.0
400,90,1.0,161463,322964,103.0
400,91,5.0,161470,322952,101.0
400,92,1.0,161473,322959,103.0
400,93,4.0,161478,322937,108.0
400,94,3.0,161462,322949,109.0
400,95,1.0,161489,322936,105.0
400,96,8.0,161467,322948,101.0
400,97,1.0,161477,322929,102.0
400,98,31.0,161464,322935,
400,99,10.0,161489,322956,
400,100,,161483,322960,
500,1,,201862,403672,
500,2,20.0,201832,403695,117.0
500,3,8.0,201830,403683,121.0
500,4,20.0,201849,403694,120.0
500,5,14.0,201835,403684,116.0
500,6,1.0,201869,403669,
500,7,12.0,201840,403689,119.0
500,8,22.0,201832,403663,116.0
500,9,6.0,201843,403688,119.0
500,10,21.0,201834,403675,116.0
500,11,1.0,201858,403688,
500,12,15.0,201848,403710,118.0
500,13,22.0,201836,403665,116.0
500,14,7.0,201837,403687,120.0
500,15,27.0,201837,403685,120.0
500,16,6.0,201860,403673,120.0
500,17,27.0,201832,403700,120.0
500,18,6.0,201842,403668,
500,19,10.0,201851,403693,124.0
500,20,20.0,201838,403690,118.0
500,21,,201850,403675,
500,22,,201836,403705,119.0
500,23,9.0,201839,403660,117.0
500,24,2.0,201854,403679,118.0
500,25,8.0,201840,403716,128.0
500,26,8.0,201850,403688,116.0
500,27,1.0,201837,403697,118.0
500,28,8.0,201834,403659,117.0
500,29,1.0,201845,403689,120.0
500,30,9.0,201834,403675,117.0
500,31,3.0,201841,403659,116.0
500,32,1.0,201829,403698,120.0
500,33,7.0,201842,403672,116.0
500,34,1.0,201865,403679,118.0
500,35,6.0,201833,403681,119.0
500,36,4.0,201840,403664,121.0
500,37,1.0,201830,403698,119.0
500,38,6.0,201836,403678,116.0
500,39,1.0,201861,403667,119.0
500,40,6.0,201833,403683,123.0
500,41,4.0,201842,403678,116.0
500,42,21.0,201835,403698,118.0
500,43,,201844,403681,
500,44,,201857,403680,118.0
500,45,5.0,201834,403696,119.0
500,46,7.0,201843,403660,117.0
500,47,1.0,201829,403710,122.0
500,48,8.0,201839,403689,118.0
500,49,4.0,201870,403680,118.0
500,50,6.0,201837,403692,119.0
500,51,7.0,201841,403656,116.0
500,52,1.0,201834,403692,119.0
500,53,8.0,201834,403671,116.0
500,54,1.0,201830,403669,116.0
500,55,1.0,201833,403719,120.0
500,56,9.0,201851,403663,117.0
500,57,5.0,201833,403684,120.0
500,58,8.0,201833,403661,121.0
500,59,1.0,201848,403674,118.0
500,60,6.0,201834,403684,118.0
500,61,3.0,201836,403676,118.0
500,62,5.0,201833,403712,126.0
500,63,8.0,201846,403687,118.0
500,64,5.0,201841,403669,116.0
500,65,,201837,403683,118.0
500,66,,201832,403675,122.0
500,67,5.0,201852,403673,116.0
500,68,4.0,201836,403702,120.0
500,69,7.0,201852,403694,118.0
500,70,1.0,201843,403685,116.0
500,71,1.0,201836,403684,118.0
500,72,6.0,201855,403678,118.0
500,73,6.0,201847,403686,118.0
500,74,6.0,201833,403673,116.0
500,75,1.0,201832,403690,117.0
500,76,3.0,201837,403659,116.0
500,77,2.0,201833,403657,116.0
500,78,1.0,201846,403670,117.0
500,79,2.0,201833,403690,118.0
500,80,6.0,201876,403690,123.0
500,81,5.0,201832,403682,117.0
500,82,3.0,201852,403689,116.0
500,83,1.0,201849,403690,119.0
500,84,7.0,201834,403675,122.0
500,85,3.0,201837,403674,118.0
500,86,2.0,201833,403656,115.0
500,87,1.0,201885,403694,
500,88,,201850,403699,121.0
500,89,,201844,403675,120.0
500,90,2.0,201834,403686,119.0
500,91,8.0,201836,403662,115.0
500,92,1.0,201842,403669,121.0
500,93,6.0,201836,403705,120.0
500,94,7.0,201830,403666,116.0
500,95,3.0,201839,403661,115.0
500,96,1.0,201829,403659,117.0
500,97,1.0,201853,403663,118.0
500,98,4.0,201835,403711,122.0
500,99,6.0,201834,403662,115.0
500,100,3.0,201868,403691,118.0
600,1,26.0,242217,484452,149.0
600,2,5.0,242204,484408,155.0
600,3,22.0,242228,484423,156.0
600,4,25.0,242216,484436,147.0
600,5,21.0,242202,484434,149.0
600,6,27.0,242201,484401,149.0
600,7,16.0,242230,484410,148.0
600,8,21.0,242199,484425,150.0
600,9,6.0,242220,484424,145.0
600,10,,242214,484429,
600,11,,242209,484424,150.0
600,12,26.0,242204,484487,148.0
600,13,18.0,242214,484417,149.0
600,14,5.0,242212,484394,147.0
600,15,12.0,242198,484428,150.0
600,16,5.0,242203,484417,156.0
600,17,25.0,242217,484428,168.0
600,18,26.0,242247,484423,149.0
600,19,24.0,242204,484443,149.0
600,20,22.0,242196,484401,146.0
600,21,2.0,242215,484407,151.0
600,22,4.0,242202,484440,151.0
600,23,8.0,242221,484425,149.0
600,24,9.0,242202,484398,153.0
600,25,1.0,242217,484419,147.0
600,26,7.0,242195,484450,148.0
600,27,5.0,242208,484428,147.0
600,28,27.0,242206,484394,
600,29,14.0,242217,484399,
600,30,,242203,484399,
600,31,,242217,484411,150.0
600,32,10.0,242198,484389,146.0
600,33,1.0,242195,484414,150.0
600,34,6.0,242203,484425,148.0
600,35,6.0,242200,484397,146.0
600,36,1.0,242241,484420,156.0
600,37,9.0,242199,484457,150.0
600,38,7.0,242213,484416,149.0
600,39,7.0,242199,484428,146.0
600,40,4.0,242223,484399,148.0
600,41,6.0,242196,484410,153.0
600,42,1.0,242193,484413,150.0
600,43,9.0,242211,484422,145.0
600,44,2.0,242215,484433,154.0
600,45,9.0,242221,484422,149.0
600,46,8.0,242199,484396,147.0
600,47,1.0,242219,484399,148.0
600,48,26.0,242200,484415,150.0
600,49,28.0,242204,484420,150.0
600,50,31.0,242197,484401,147.0
600,51,,242271,484402,
600,52,,242204,484439,
600,53,,242200,484401,152.0
600,54,2.0,242239,484395,148.0
600,55,6.0,242200,484426,148.0
600,56,7.0,242198,484429,147.0
600,57,4.0,242206,484393,144.0
600,58,1.0,242202,484387,153.0
600,59,2.0,242196,484401,146.0
600,60,2.0,242194,484408,149.0
600,61,7.0,242204,484405,146.0
600,62,1.0,242215,484403,146.0
600,63,2.0,242200,484446,155.0
600,64,9.0,242211,484463,150.0
600,65,9.0,242226,484419,145.0
600,66,2.0,242208,484436,155.0
600,67,9.0,242215,484439,148.0
600,68,5.0,242205,484403,147.0
600,69,2.0,242240,484426,148.0
600,70,7.0,242206,484419,146.0
600,71,1.0,242215,484412,149.0
600,72,8.0,242217,484391,145.0
600,73,24.0,242207,484422,149.0
600,74,6.0,242213,484432,151.0
600,75,,242207,484401,
600,76,,242234,484428,148.0
600,77,7.0,242208,484415,146.0
600,78,1.0,242203,484425,152.0
600,79,7.0,242204,484398,145.0
600,80,2.0,242212,484410,146.0
600,81,3.0,242201,484435,155.0
600,82,6.0,242219,484425,148.0
600,83,5.0,242202,484404,146.0
600,84,2.0,242218,484425,149.0
600,85,7.0,242210,484411,146.0
600,86,2.0,242215,484400,151.0
600,87,2.0,242225,484407,149.0
600,88,8.0,242208,484413,145.0
600,89,2.0,242197,484400,150.0
600,90,1.0,242201,484401,148.0
600,91,4.0,242215,484422,149.0
600,92,5.0,242198,484421,150.0
600,93,8.0,242216,484404,150.0
600,94,9.0,242198,484404,145.0
600,95,1.0,242223,484404,150.0
600,96,9.0,242206,484421,150.0
600,97,8.0,242201,484399,153.0
600,98,1.0,242227,484405,146.0
600,99,,242197,484419,
600,100,,242214,484436,
700,1,,282584,565177,
700,2,19.0,282573,565129,178.0
700,3,8.0,282602,565124,174.0
700,4,9.0,282558,565201,176.0
700,5,12.0,282573,565150,177.0
700,6,1.0,282577,565182,179.0
700,7,29.0,282573,565177,180.0
700,8,19.0,282586,565137,175.0
700,9,22.0,282565,565151,183.0
700,10,17.0,282599,565165,177.0
700,11,,282582,565156,184.0
700,12,19.0,282589,565159,180.0
700,13,20.0,282579,565156,179.0
700,14,25.0,282576,565146,178.0
700,15,19.0,282571,565133,177.0
700,16,17.0,282589,565143,177.0
700,17,3.0,282599,565143,181.0
700,18,23.0,282567,565156,184.0
700,19,22.0,282565,565164,179.0
700,20,25.0,282566,565129,177.0
700,21,39.0,282564,565129,
700,22,13.0,282592,565131,
700,23,,282600,565174,
700,24,,282603,565136,182.0
700,25,10.0,282564,565168,183.0
700,26,9.0,282571,565175,177.0
700,27,9.0,282588,565186,179.0
700,28,9.0,282586,565138,178.0
700,29,4.0,282579,565127,176.0
700,30,3.0,282596,565168,181.0
700,31,9.0,282580,565184,180.0
700,32,9.0,282571,565169,183.0
700,33,5.0,282567,565176,179.0
700,34,8.0,282580,565183,184.0
700,35,8.0,282583,565134,176.0
700,36,4.0,282586,565157,178.0
700,37,3.0,282603,565172,179.0
700,38,8.0,282581,565167,177.0
700,39,7.0,282563,565164,178.0
700,40,7.0,282573,565147,177.0
700,41,3.0,282566,565139,182.0
700,42,6.0,282597,565129,178.0
700,43,7.0,282609,565158,179.0
700,44,27.0,282594,565167,179.0
700,45,6.0,282570,565172,180.0
700,46,4.0,282585,565170,178.0
700,47,30.0,282564,565163,
700,48,,282592,565149,
700,49,,282596,565139,178.0
700,50,5.0,282610,565147,181.0
700,51,9.0,282561,565138,177.0
700,52,5.0,282564,565143,180.0
700,53,7.0,282576,565133,175.0
700,54,1.0,282564,565172,179.0
700,55,8.0,282575,565168,176.0
700,56,2.0,282581,565133,178.0
700,57,9.0,282561,565130,176.0
700,58,1.0,282560,565160,176.0
700,59,6.0,282569,565159,183.0
700,60,4.0,282581,565161,177.0
700,61,5.0,282571,565144,176.0
700,62,2.0,282589,565165,178.0
700,63,6.0,282583,565147,177.0
700,64,6.0,282561,565141,175.0
700,65,1.0,282572,565144,177.0
700,66,2.0,282561,565140,181.0
700,67,4.0,282577,565142,177.0
700,68,4.0,282570,565135,174.0
700,69,1.0,282599,565163,178.0
700,70,6.0,282587,565146,182.0
700,71,8.0,282563,565153,180.0
700,72,8.0,282566,565165,180.0
700,73,6.0,282581,565160,178.0
700,74,,282566,565150,
700,75,,282611,565137,
700,76,,282592,565124,177.0
700,77,3.0,282567,565162,181.0
700,78,9.0,282570,565153,176.0
700,79,3.0,282581,565223,180.0
700,80,8.0,282574,565157,180.0
700,81,7.0,282566,565124,174.0
700,82,4.0,282593,565132,177.0
700,83,4.0,282592,565135,178.0
700,84,4.0,282564,565143,183.0
700,85,4.0,282571,565170,178.0
700,86,6.0,282576,565189,184.0
700,87,7.0,282566,565136,178.0
700,88,6.0,282599,565167,177.0
700,89,4.0,282593,565133,178.0
700,90,7.0,282569,565162,179.0
700,91,7.0,282590,565168,180.0
700,92,7.0,282576,565181,179.0
700,93,8.0,282566,565143,180.0
700,94,6.0,282586,565137,176.0
700,95,5.0,282578,565175,177.0
700,96,6.0,282588,565141,179.0
700,97,4.0,282570,565159,180.0
700,98,1.0,282568,565154,180.0
700,99,9.0,282566,565132,174.0
700,100,2.0,282567,565144,179.0
800,1,30.0,322944,645868,
800,2,13.0,322967,645887,
800,3,17.0,322982,645893,
800,4,18.0,322959,645889,
800,5,,322965,645902,
800,6,,322949,645868,209.0
800,7,21.0,322967,645915,208.0
800,8,19.0,322957,645872,208.0
800,9,15.0,322948,645878,208.0
800,10,19.0,322959,645873,208.0
800,11,5.0,322958,645869,216.0
800,12,19.0,322961,645907,214.0
800,13,18.0,322947,645889,207.0
800,14,18.0,322931,645904,212.0
800,15,15.0,322934,645890,204.0
800,16,13.0,322934,645860,203.0
800,17,8.0,322933,645899,208.0
800,18,25.0,322935,645892,209.0
800,19,30.0,322940,645890,214.0
800,20,26.0,322934,645887,208.0
800,21,28.0,322937,645863,205.0
800,22,1.0,322931,645893,
800,23,17.0,322940,645878,212.0
800,24,22.0,322937,645877,207.0
800,25,20.0,322930,645870,207.0
800,26,8.0,322926,645894,208.0
800,27,25.0,322976,645909,212.0
800,28,26.0,322950,645913,209.0
800,29,28.0,322935,645888,208.0
800,30,21.0,322934,645881,207.0
800,31,39.0,322938,645888,
800,32,20.0,322939,645898,
800,33,,322932,645871,
800,34,,322933,645874,
800,35,,322948,645899,211.0
800,36,2.0,322965,645894,207.0
800,37,6.0,322950,645864,209.0
800,38,5.0,322972,645912,209.0
800,39,10.0,322961,645877,209.0
800,40,7.0,322957,645901,215.0
800,41,7.0,322976,645873,215.0
800,42,6.0,322961,645889,207.0
800,43,8.0,322977,645869,213.0
800,44,9.0,322948,645869,210.0
800,45,8.0,322962,645920,208.0
800,46,9.0,322950,645888,206.0
800,47,7.0,322947,645891,208.0
800,48,8.0,322943,645892,216.0
800,49,9.0,322932,645896,209.0
800,50,9.0,322930,645936,208.0
800,51,4.0,322947,645898,207.0
800,52,4.0,322937,645912,213.0
800,53,8.0,322947,645894,206.0
800,54,1.0,322942,645900,208.0
800,55,5.0,322932,645904,206.0
800,56,5.0,322938,645911,208.0
800,57,5.0,322958,645884,209.0
800,58,9.0,322940,645907,209.0
800,59,8.0,322935,645908,209.0
800,60,28.0,322954,645905,207.0
800,61,7.0,322937,645938,210.0
800,62,7.0,322935,645891,205.0
800,63,1.0,322933,645884,209.0
800,64,32.0,322933,645911,
800,65,30.0,322965,645920,
800,66,,322939,645882,
800,67,,322948,645885,207.0
800,68,9.0,322959,645897,205.0
800,69,2.0,322984,645895,210.0
800,70,8.0,322991,645913,208.0
800,71,10.0,322960,645873,211.0
800,72,7.0,322941,645861,212.0
800,73,5.0,322945,645894,216.0
800,74,9.0,322955,645899,207.0
800,75,7.0,322946,645882,209.0
800,76,5.0,322962,645878,205.0
800,77,5.0,322964,645887,209.0
800,78,5.0,322970,645876,208.0
800,79,9.0,322961,645867,208.0
800,80,8.0,322930,645910,213.0
800,81,8.0,322946,645885,209.0
800,82,10.0,322938,645916,207.0
800,83,5.0,322944,645921,208.0
800,84,7.0,322951,645893,214.0
800,85,9.0,322936,645883,209.0
800,86,10.0,322937,645888,209.0
800,87,9.0,322934,645901,210.0
800,88,9.0,322935,645888,210.0
800,89,6.0,322933,645890,208.0
800,90,7.0,322934,645900,206.0
800,91,5.0,322965,645917,207.0
800,92,7.0,322933,645890,206.0
800,93,6.0,322936,645890,208.0
800,94,5.0,322942,645892,209.0
800,95,8.0,322950,645946,207.0
800,96,7.0,322934,645903,209.0
800,97,8.0,322954,645928,211.0
800,98,9.0,322931,645894,212.0
800,99,30.0,322952,645919,
800,100,18.0,322951,645908,
900,1,26.0,363307,726611,
900,2,,363305,726623,
900,3,,363314,726625,243.0
900,4,27.0,363315,726634,239.0
900,5,18.0,363315,726622,235.0
900,6,12.0,363309,726638,238.0
900,7,17.0,363328,726628,242.0
900,8,3.0,363329,726610,238.0
900,9,18.0,363321,726603,245.0
